IncidentId,OrgId,IncidentGrade,nb_alerts,nb_evidences,top_alert_title,top_category,top_detector,mitre_techniques,first_seen,last_seen,sample_ip,sample_sha256,sample_device_id,sample_device,sample_account,os_family,max_suspicion,country,last_verdict,threat_family,os_version_sample,antispam_direction,action_grouped,top_action_granular,nb_categories,nb_detectors,nb_entity_types,nb_unique_ips,nb_unique_devices,nb_unique_accounts,has_ip,has_account,has_device,has_file,has_email,has_impacted_entity,nb_impacted_entities,has_registry_activity,has_oauth_app,has_url,has_cloud_resource,nb_action_types,incident_duration_minutes,hour_of_day,day_of_week,is_weekend,is_business_hours,is_after_midnight,alerts_per_min,nb_multi_entity_score,multi_entity,nb_mitre_techniques,max_suspicion_num,os_eol,is_outbound_spam
925,606,TruePositive,90,1083,18,Discovery,27,T1087;T1087.002|T1087;T1069;T1482;T1087.002;T1069.002|T1566.002|T1210|T1048;T1048.003|T1087;T1049;T1087.002|T1087.002|T1087;T1069;T1087.002;T1069.002,2024-06-04 11:05:03+00:00,2024-06-13 20:33:49+00:00,360606,138268,98799,153085,338206,5,,242,Malicious,,66,Inbound,ContainAccount,update stsrefreshtokenvalidfrom timestamp.,4,6,5,2,1,62,1,1,1,1,1,1,66,1,1,1,0,1,10080.0,11,1,0,1,0,0.00892768574546176,2,1,8,0.0,0,0
949,10,TruePositive,919,1051,384,Impact,373,T1078;T1078.004,2024-06-03 03:26:22+00:00,2024-06-16 07:57:45+00:00,360606,138268,98799,532,453297,5,,242,,,66,,ContainAccount,disable account.,2,3,3,2,1,2,1,1,1,1,1,1,63,1,1,1,0,1,10080.0,3,0,0,0,1,0.09116159111199286,2,1,1,0.0,0,0
960,612,BenignPositive,20,1034,18,Discovery,27,T1087;T1087.002,2024-06-04 00:26:55+00:00,2024-06-04 00:26:55+00:00,360606,138268,98799,89098,453297,5,,242,,,66,,,,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0.0,0,1,0,0,1,20.0,2,1,1,0.0,0,0
973,45,FalsePositive,819,1013,5,InitialAccess,6,T1566|T1098|T1078;T1078.004,2024-06-06 15:15:41+00:00,2024-06-16 16:35:23+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,3,3,6,10,1,7,1,1,1,1,1,1,31,1,1,1,0,0,10080.0,15,3,0,1,0,0.08124194028370202,2,1,3,0.0,0,0
979,214,FalsePositive,614,991,5,CredentialAccess,6,T1041|T1110;T1078|T1566|T1110|T1078|T1098;T1114|T1496|T1003;T1098|T1078;T1078.004|T1105;T1570,2024-05-22 07:07:46+00:00,2024-06-14 03:42:59+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Intraorg,,,8,14,10,19,1,22,1,1,1,1,1,1,33,1,1,1,0,0,10080.0,7,2,0,0,0,0.060906656085705786,2,1,10,0.0,0,0
1014,685,FalsePositive,646,965,1,InitialAccess,1,T1566.002,2024-06-04 13:07:26+00:00,2024-06-13 00:19:46+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,NoThreatsFound,,66,Intraorg,,,4,5,8,2,3,14,1,1,1,1,1,1,30,1,1,1,0,0,10080.0,13,1,0,1,0,0.06408094435075885,3,1,1,0.0,0,0
1043,5,TruePositive,863,922,0,InitialAccess,0,T1078;T1078.004|T1078.004,2024-06-04 20:15:20+00:00,2024-06-07 00:15:21+00:00,360606,138268,98799,153085,13,5,,242,,,66,,,,2,6,5,27,1,15,1,1,1,1,1,1,21,1,1,1,0,0,3120.016666666667,20,1,0,0,0,0.27651246121723155,2,1,2,0.0,0,0
1046,770,FalsePositive,644,866,1,InitialAccess,1,T1566.002,2024-06-05 15:20:54+00:00,2024-06-08 06:12:18+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,2,2,6,1,1,17,1,1,1,1,1,1,27,1,1,1,0,0,3771.4,15,2,0,1,0,0.17071360407167852,1,0,1,0.0,0,0
1049,14,TruePositive,776,895,4,SuspiciousActivity,3,T1005|T1003;T1012;T1552.002,2024-05-23 23:46:27+00:00,2024-06-14 19:11:26+00:00,42374,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,5,5,6,17,12,13,1,1,1,1,1,1,23,1,1,1,0,0,10080.0,23,3,0,0,0,0.07697649042753694,3,1,2,0.0,0,0
1073,143,TruePositive,470,889,5,InitialAccess,6,T1586|T1566|T1557;T1539;T1598|T1534|T1534;T1564.008|T1564;T1564.008|T1564.008,2024-06-03 06:13:35+00:00,2024-06-12 18:48:14+00:00,360606,138268,98799,153085,240499,5,,242,NoThreatsFound,,66,Intraorg,ContainAccount,change user password.,5,9,8,5,1,24,1,1,1,1,1,1,18,1,1,1,0,1,10080.0,6,0,0,0,0,0.04662235889296697,2,1,7,0.0,0,0
1161,207,BenignPositive,703,798,4,SuspiciousActivity,3,,2024-05-29 08:08:23+00:00,2024-06-04 10:48:15+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,2,2,5,5,12,11,1,1,1,1,1,1,19,1,1,1,0,0,8799.866666666667,8,2,0,1,0,0.07987849681470764,3,1,0,0.0,0,0
1190,59,BenignPositive,4,5,2,CommandAndControl,2,,2024-06-12 17:14:33+00:00,2024-06-12 17:14:33+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,17,2,0,1,0,4.0,1,0,0,0.0,0,0
1208,319,FalsePositive,512,749,1,InitialAccess,1,T1566.002|T1078;T1078.004|T1562,2024-06-05 08:07:38+00:00,2024-06-16 19:12:37+00:00,360606,138268,98799,153085,60834,5,,242,NoThreatsFound,,66,Inbound,,,2,3,7,2,2,18,1,1,1,1,1,1,20,1,1,1,0,0,10080.0,8,2,0,1,0,0.05078861224084912,3,1,3,0.0,0,0
1213,827,TruePositive,10,10,29776,Persistence,4726,T1078;T1078.004|T1566,2024-06-03 23:10:15+00:00,2024-06-06 08:18:05+00:00,360606,32389,98799,153085,453297,5,,242,,,66,,,,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,3427.8333333333335,23,0,0,0,0,0.0029164438827589557,1,0,2,0.0,0,0
1244,111,BenignPositive,645,724,28,Malware,43,T1059.003|T1027;T1204.002|T1007;T1016;T1018;T1049;T1082;T1087;T1135|T1055;T1055.001;T1055.002;T1055.003;T1055.004;T1055.012;T1059.001|T1105;T1140;T1216;T1218;T1218.003;T1218.004;T1218.005;T1218.010;T1218.011;T1220|T1071|T1047;T1082;T1083;T1497.001|T1112;T1547.001|T1047;T1082;T1497.001|T1546.015;T1559.001,2024-06-12 10:29:58+00:00,2024-06-14 00:16:06+00:00,360606,25,98799,153085,453297,5,Suspicious,242,Suspicious,Malgent,66,,,,10,15,8,4,5,3,1,1,1,1,1,1,17,1,1,1,0,0,2266.133333333333,10,2,0,1,0,0.28450024994854,3,1,10,0.0,0,0
1247,100,BenignPositive,607,721,40,CredentialAccess,56,T1003;T1012;T1552.002|T1566,2024-05-26 08:42:09+00:00,2024-06-12 01:50:54+00:00,287,138268,98799,153085,453297,5,Suspicious,242,Suspicious,Cymuta,66,Inbound,,,4,5,7,11,14,2,1,1,1,1,1,1,14,1,1,1,0,0,10080.0,8,6,1,1,0,0.060212280527725426,3,1,2,0.0,0,0
1265,2305,FalsePositive,4,4,0,InitialAccess,0,T1078;T1078.004,2024-06-05 20:56:42+00:00,2024-06-05 20:56:42+00:00,283671,138268,98799,153085,453297,5,,0,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,20,2,0,0,0,4.0,0,0,1,0.0,0,0
1266,508,BenignPositive,621,711,2,CommandAndControl,3,,2024-06-03 16:42:17+00:00,2024-06-14 21:37:13+00:00,360606,138268,98799,153085,120590,5,Suspicious,242,Suspicious,,66,,,,3,2,5,14,11,13,1,1,1,1,1,1,19,1,1,1,0,0,10080.0,16,0,0,1,0,0.06160103164368614,3,1,0,0.0,0,0
1285,9,BenignPositive,14,15,100711,Exfiltration,198,,2024-06-05 13:46:15+00:00,2024-06-07 15:40:58+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,0,0,2994.7166666666667,13,2,0,1,0,0.004673339156462282,1,0,0,0.0,0,0
1287,138,TruePositive,10,12,2,CommandAndControl,2,T1078,2024-06-03 23:45:38+00:00,2024-06-10 12:14:07+00:00,360606,138268,98799,153085,108691,5,Suspicious,242,Suspicious,,66,,,,3,3,3,2,2,3,1,1,1,1,1,1,2,1,1,1,0,0,9388.483333333334,23,0,0,0,0,0.0010650213270520742,3,1,1,0.0,0,0
1288,721,TruePositive,344,630,1,InitialAccess,1,T1566.002|T1566,2024-06-05 20:48:04+00:00,2024-06-13 23:47:36+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Intraorg,,,1,3,7,2,1,9,1,1,1,1,1,1,18,1,1,1,0,0,10080.0,20,2,0,0,0,0.0341235988493205,2,1,2,0.0,0,0
1327,1122,TruePositive,572,645,2,CommandAndControl,2,,2024-06-03 05:06:55+00:00,2024-06-13 15:01:53+00:00,360606,138268,98799,153085,176606,5,Suspicious,242,Suspicious,,66,,,,2,3,5,12,13,11,1,1,1,1,1,1,17,1,1,1,0,0,10080.0,5,0,0,0,1,0.05674040273782363,3,1,0,0.0,0,0
1397,79,FalsePositive,580,619,40,CredentialAccess,56,T1003;T1012;T1552.002|T1078;T1078.004|T1047;T1082;T1497.001,2024-06-03 15:07:05+00:00,2024-06-12 19:25:39+00:00,360606,138268,98799,153085,453297,0,Suspicious,242,Suspicious,Genasom,0,,,,3,3,7,2,19,2,1,1,1,1,1,1,18,1,1,1,0,0,10080.0,15,0,0,1,0,0.057533974804086896,3,1,3,0.0,0,0
1402,215,BenignPositive,444,623,1,InitialAccess,1,T1566.002,2024-06-06 03:59:42+00:00,2024-06-09 06:05:51+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,Inbound,,,2,2,7,1,2,17,1,1,1,1,1,1,18,1,1,1,0,0,4446.15,3,3,0,0,1,0.09983922287307602,2,1,1,0.0,0,0
1434,2184,FalsePositive,3,4,0,InitialAccess,0,T1078;T1078.004,2024-06-13 02:31:07+00:00,2024-06-13 02:31:07+00:00,360606,138268,98799,153085,291900,5,,242,,,66,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,2,3,0,0,1,3.0,0,0,1,0.0,0,0
1438,12,BenignPositive,54,606,70,Impact,16,T1566.002,2024-06-01 06:48:06+00:00,2024-06-13 15:07:03+00:00,16385,138268,98799,153085,453297,5,Suspicious,242,Malicious,,66,Inbound,ContainAccount,change user password.,4,5,5,34,1,3,1,1,1,1,1,1,8,1,1,1,0,1,10080.0,6,5,1,0,0,0.0053566114472770555,2,1,1,0.0,0,0
1456,500,BenignPositive,526,595,2,CommandAndControl,2,T1566,2024-06-04 16:46:37+00:00,2024-06-11 11:16:02+00:00,360606,2,98799,153085,453297,5,Suspicious,242,Suspicious,Bynoco,66,Inbound,,,4,4,7,3,12,13,1,1,1,1,1,1,17,1,1,1,0,0,9749.416666666666,16,1,0,1,0,0.05394641254647237,3,1,1,0.0,0,0
1460,41,TruePositive,17,31,140,Exfiltration,32,,2024-06-05 16:19:45+00:00,2024-06-05 16:19:45+00:00,360606,138268,98799,153085,126946,5,,242,,,66,,,,1,1,3,1,1,3,1,1,1,1,1,1,4,1,1,1,0,0,0.0,16,2,0,1,0,17.0,1,0,0,0.0,0,0
1464,4,FalsePositive,43,553,7,InitialAccess,8,T1133|T1078;T1078.004,2024-05-20 22:35:06+00:00,2024-06-14 15:07:59+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,3,4,2,1,4,1,1,1,1,1,1,38,1,1,1,0,0,10080.0,22,0,0,0,0,0.004265449856165063,2,1,2,0.0,0,0
1477,47,FalsePositive,135,549,29,CommandAndControl,57,T1046;T1071;T1210|T1566.002|T1566.001|T1078;T1078.004,2024-06-04 02:08:34+00:00,2024-06-16 10:58:47+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,NoThreatsFound,,66,Inbound,,,3,5,6,13,2,3,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,2,1,0,0,1,0.01339152861819264,3,1,4,0.0,0,0
1478,12,BenignPositive,42,530,299,Impact,16,T1566.002|T1078;T1078.004|T1087;T1087.001;T1069.001|T1568;T1573;T1008,2024-05-25 14:52:08+00:00,2024-06-05 21:56:38+00:00,131,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,3,3,4,35,2,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,14,5,1,1,0,0.0041662533478821545,3,1,4,0.0,0,0
1488,1192,TruePositive,528,585,2,CommandAndControl,2,T1003|T1007;T1016;T1018;T1049;T1059.001;T1069.002;T1087;T1087.002;T1087.003;T1135|T1007;T1059.001|T1016;T1049;T1059.001|T1018;T1059.001;T1069.002;T1087.002;T1087.003|T1003;T1087.002;T1098;T1649|T1018;T1033;T1069;T1087;T1087.002;T1135;T1558.003|T1018;T1069;T1087;T1087.002;T1135;T1558.003|T1046;T1498,2024-05-29 04:36:50+00:00,2024-06-15 20:54:33+00:00,360606,138268,98799,153085,62939,5,Suspicious,242,Suspicious,,66,,,,5,6,6,4,10,10,1,1,1,1,1,1,19,1,1,1,0,0,10080.0,4,2,0,0,1,0.05237575637337566,3,1,9,0.0,0,0
1515,344,BenignPositive,32,580,18,Discovery,27,T1087;T1087.002,2024-06-04 06:19:07+00:00,2024-06-14 16:35:28+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,3,3,5,2,2,4,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,6,1,0,0,0,0.00317428826505307,3,1,1,0.0,0,0
1518,1115,TruePositive,319,560,1,InitialAccess,1,T1566.002|T1210|T1078;T1078.004,2024-06-04 18:17:51+00:00,2024-06-16 22:11:20+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,3,5,8,3,1,11,1,1,1,1,1,1,10,1,1,1,0,0,10080.0,18,1,0,1,0,0.031643686142247794,2,1,3,0.0,0,0
1568,44,BenignPositive,24,57,36,Exfiltration,50,T1528,2024-06-13 01:08:13+00:00,2024-06-16 23:11:29+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,2,2,1,2,1,1,1,1,1,1,6,1,1,1,0,0,5643.266666666666,1,3,0,0,1,0.004252102428422943,2,1,1,0.0,0,0
1572,7,FalsePositive,69,567,10,Impact,22,T1566.002,2024-05-24 02:55:49+00:00,2024-06-10 21:02:33+00:00,710,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,2,3,6,37,1,4,1,1,1,1,1,1,4,1,1,1,0,0,10080.0,2,4,0,0,1,0.006844559071520683,2,1,1,0.0,0,0
1605,12,BenignPositive,49,560,51,Impact,16,T1566.002|T1110,2024-05-24 06:27:11+00:00,2024-06-13 14:39:50+00:00,4393,138268,98799,153085,453297,5,,242,Malicious,,66,Intraorg,,,4,5,5,39,1,5,1,1,1,1,1,1,5,1,1,1,0,0,10080.0,6,4,0,0,0,0.004860628905862514,2,1,2,0.0,0,0
1609,840,FalsePositive,519,559,34642,Exfiltration,556,T1566|T1078;T1078.004|T1021,2024-06-10 02:16:48+00:00,2024-06-14 16:53:57+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,3,3,5,2,1,15,1,1,1,1,1,1,37,1,1,1,0,0,6637.15,2,0,0,0,1,0.07818443391607602,2,1,3,0.0,0,0
1640,1017,BenignPositive,32,42,2237,Exfiltration,1198,T1030|T1566,2024-05-21 18:10:17+00:00,2024-06-12 15:31:58+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,18,1,0,1,0,0.00317428826505307,3,1,2,0.0,0,0
1644,982,FalsePositive,7,7,0,InitialAccess,0,T1078;T1078.004,2024-06-06 06:48:36+00:00,2024-06-07 17:39:46+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,2091.1666666666665,6,3,0,0,0,0.0033458137497012668,2,1,1,0.0,0,0
1648,12,BenignPositive,41,548,1336,Impact,16,T1110,2024-06-01 23:52:21+00:00,2024-06-13 12:18:23+00:00,12494,138268,98799,153085,453297,5,,242,,,66,,,,3,3,4,31,1,3,1,1,1,1,1,1,6,1,1,1,0,0,10080.0,23,5,1,0,0,0.004067056839599246,2,1,1,0.0,0,0
1670,4,FalsePositive,29,486,7,InitialAccess,8,T1133|T1078;T1078.004,2024-05-21 13:03:13+00:00,2024-06-14 07:38:48+00:00,360606,138268,98799,108,453297,5,,242,,,66,,,,1,3,2,2,2,3,1,1,1,1,1,1,29,1,1,1,1,0,10080.0,13,1,0,1,0,0.002876698740204345,3,1,2,0.0,0,0
1681,4,FalsePositive,60,548,7,InitialAccess,8,T1133|T1566,2024-05-22 15:44:09+00:00,2024-06-17 03:00:10+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,3,4,5,3,1,4,1,1,1,1,1,1,38,1,1,1,0,0,10080.0,15,2,0,1,0,0.005951790496974507,2,1,2,0.0,0,0
1684,141,BenignPositive,43,56,93,Execution,115,T1566.002|T1496|T1072;T1047,2024-05-23 19:39:16+00:00,2024-06-16 22:31:22+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,4,5,5,2,2,3,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,19,3,0,0,0,0.004265449856165063,3,1,3,0.0,0,0
1693,6,BenignPositive,20,500,803,Impact,17,,2024-05-24 00:23:14+00:00,2024-05-24 00:23:14+00:00,5744,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,36,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0.0,0,4,0,0,1,20.0,1,0,0,0.0,0,0
1710,6,BenignPositive,64,545,742,Impact,17,,2024-06-01 11:28:31+00:00,2024-06-15 17:11:41+00:00,352,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,2,2,5,36,2,2,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,11,5,1,1,0,0.00634857653010614,3,1,0,0.0,0,0
1715,1810,BenignPositive,55,74,1,InitialAccess,1,T1566.002|T1566,2024-06-10 18:32:30+00:00,2024-06-11 16:58:30+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,2,3,5,1,1,4,1,1,1,1,1,1,3,1,1,1,0,0,1346.0,18,0,0,1,0,0.04083147735708983,1,0,2,0.0,0,0
1739,10,TruePositive,47,536,52,Impact,12,T1557.001|T1566.002|T1078;T1078.004,2024-05-24 09:26:41+00:00,2024-06-12 17:25:59+00:00,108,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,Inbound,,,4,5,4,35,2,4,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,9,4,0,1,0,0.004662235889296697,3,1,3,0.0,0,0
1771,12,BenignPositive,19,21,0,InitialAccess,0,T1071;T1048|T1078;T1078.004|T1568;T1573;T1008,2024-05-27 18:37:10+00:00,2024-06-13 16:03:00+00:00,19,138268,98799,153085,453297,5,,242,,,66,,,,3,3,4,3,1,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,18,0,0,1,0,0.0018847336573752603,2,1,3,0.0,0,0
1778,14,TruePositive,39,524,58,Impact,41,T1078;T1078.004|T1087;T1069;T1482;T1087.002;T1069.002|T1566|T1190;T1133,2024-05-22 21:28:49+00:00,2024-06-14 12:15:44+00:00,7195,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,4,4,4,37,1,2,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,21,2,0,0,0,0.0038686638230334292,2,1,4,0.0,0,0
1781,6,BenignPositive,50,536,1305,Impact,17,,2024-05-20 15:50:33+00:00,2024-06-10 04:50:16+00:00,2712,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,2,2,4,44,2,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,15,0,0,1,0,0.004959825414145422,3,1,0,0.0,0,0
1818,10,TruePositive,23,503,703,Impact,12,T1528,2024-05-22 01:39:08+00:00,2024-06-14 02:01:53+00:00,1432,138268,98799,153085,453297,5,,242,,,66,,,,2,2,2,36,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,1,2,0,0,1,0.0022815196905068944,1,0,1,0.0,0,0
1846,4,FalsePositive,66,530,7,InitialAccess,8,T1133|T1566|T1566.002,2024-05-20 13:31:46+00:00,2024-06-14 12:08:58+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,2,4,6,2,1,3,1,1,1,1,1,1,36,1,1,1,0,0,10080.0,13,0,0,1,0,0.006546969546671957,2,1,3,0.0,0,0
1877,10,TruePositive,34,517,67,Impact,12,T1110|T1078;T1078.004|T1078;T1098,2024-05-22 01:29:11+00:00,2024-06-12 23:50:09+00:00,864,138268,98799,153085,453297,5,,242,,,66,,,,3,3,3,33,2,2,1,1,1,1,1,1,1,1,1,1,1,0,10080.0,1,2,0,0,1,0.003372681281618887,3,1,3,0.0,0,0
1881,14,TruePositive,171,494,20,Impact,29,T1566|T1003;T1012;T1552.002|T1056;T1056.001;T1106|T1218.011,2024-05-20 10:20:37+00:00,2024-06-13 08:29:33+00:00,149181,138268,98799,153085,453297,5,Suspicious,242,NoThreatsFound,Cymulion,66,Inbound,,,5,5,7,25,3,5,1,1,1,1,1,1,9,1,1,1,0,0,10080.0,10,0,0,1,0,0.016962602916377342,3,1,4,0.0,0,0
1932,52,BenignPositive,27,508,670,CommandAndControl,99,T1568;T1008|T1078;T1078.004|T1568;T1573;T1008,2024-05-23 21:23:21+00:00,2024-06-06 02:42:00+00:00,116245,138268,98799,153085,453297,5,,242,,,66,,,,2,3,3,34,1,2,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,21,3,0,0,0,0.0026783057236385278,2,1,3,0.0,0,0
1934,12,BenignPositive,39,524,1377,Impact,16,T1566,2024-05-27 14:52:24+00:00,2024-06-12 16:20:19+00:00,5998,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,ContainAccount,update stsrefreshtokenvalidfrom timestamp.,3,4,4,34,1,3,1,1,1,1,1,1,2,1,1,1,1,1,10080.0,14,0,0,1,0,0.0038686638230334292,2,1,1,0.0,0,0
1950,12,BenignPositive,36,517,1346,Impact,16,T1566.001,2024-06-01 04:31:05+00:00,2024-06-12 16:45:01+00:00,825,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,Inbound,,,3,3,3,39,2,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,4,5,1,0,1,0.003571074298184704,3,1,1,0.0,0,0
1966,47,FalsePositive,96,385,29,CommandAndControl,57,T1046;T1071;T1210|T1566.001,2024-06-04 21:05:13+00:00,2024-06-13 18:57:51+00:00,4912,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,3,4,6,11,1,3,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,21,1,0,0,0,0.00952286479515921,2,1,2,0.0,0,0
1969,12,BenignPositive,33,515,51,Impact,16,T1566.002|T1078;T1078.004,2024-05-30 11:41:07+00:00,2024-06-13 22:30:46+00:00,6009,138268,98799,153085,453297,5,,242,,,66,,ContainAccount,account password changed,2,3,3,39,1,3,1,1,1,1,1,1,2,1,1,1,0,1,10080.0,11,3,0,1,0,0.0032734847733359787,2,1,2,0.0,0,0
1986,1087,FalsePositive,15,20,1,InitialAccess,1,T1566.002,2024-06-10 11:04:56+00:00,2024-06-13 15:51:52+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Intraorg,,,2,2,3,2,1,3,1,1,1,1,1,1,2,1,1,1,0,0,4606.933333333333,11,0,0,1,0,0.0032552554290426654,2,1,1,0.0,0,0
2000,6,BenignPositive,20,500,58,Impact,17,,2024-05-24 02:45:43+00:00,2024-05-24 02:45:43+00:00,129,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,37,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0.0,2,4,0,0,1,20.0,1,0,0,0.0,0,0
2007,2516,BenignPositive,14,15,6958,Malware,2372,T1525|T1566,2024-06-04 09:23:14+00:00,2024-06-09 07:38:46+00:00,360606,9359,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,2,2,2,1,2,2,1,1,1,1,1,1,3,1,1,1,0,0,7095.533333333334,9,1,0,1,0,0.0019727942281677437,2,1,2,0.0,0,0
2019,6,BenignPositive,33,517,1288,Impact,17,T1566.002,2024-05-21 10:52:10+00:00,2024-06-11 05:57:49+00:00,1615,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,2,2,3,36,1,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,10,1,0,1,0,0.0032734847733359787,2,1,1,0.0,0,0
2022,1662,FalsePositive,20,22,5,InitialAccess,6,T1566,2024-06-04 19:08:52+00:00,2024-06-13 14:37:02+00:00,360606,138268,98799,153085,20343,5,Suspicious,242,NoThreatsFound,Leonem,66,Inbound,,,2,3,2,2,2,3,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,19,1,0,0,0,0.0019839301656581687,3,1,1,0.0,0,0
2030,2673,BenignPositive,16,17,13555,Execution,9,T1078;T1078.004|T1110;T1110.003;T1110.001,2024-06-05 09:33:29+00:00,2024-06-13 20:46:01+00:00,360606,79047,98799,153085,453297,5,,242,,,66,,ContainAccount,update stsrefreshtokenvalidfrom timestamp.,3,3,3,2,1,2,1,1,1,1,1,1,2,1,1,1,0,1,10080.0,9,2,0,1,0,0.001587144132526535,2,1,2,0.0,0,0
2037,12,BenignPositive,26,507,1369,Impact,16,T1568;T1573;T1008,2024-05-23 17:02:55+00:00,2024-06-11 14:36:46+00:00,726,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,2,2,2,33,2,2,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,17,3,0,1,0,0.0025791092153556196,3,1,1,0.0,0,0
2038,4232,TruePositive,11,11,0,InitialAccess,0,T1078;T1078.004|T1568;T1573;T1008,2024-05-26 22:25:04+00:00,2024-06-06 03:46:44+00:00,175739,138268,98799,153085,453297,5,,28,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,22,6,1,0,0,0.001091161591111993,0,0,2,0.0,0,0
2054,12,BenignPositive,19,500,82,Impact,16,,2024-05-21 13:23:16+00:00,2024-05-21 13:23:16+00:00,391,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,34,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0.0,13,1,0,1,0,19.0,1,0,0,0.0,0,0
2065,137,BenignPositive,15,18,30,InitialAccess,47,T1566.002,2024-06-05 17:48:22+00:00,2024-06-07 14:10:01+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,3,3,2,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,2661.65,17,2,0,1,0,0.005633485437440144,1,0,1,0.0,0,0
2088,10,TruePositive,29,510,52,Impact,12,T1078;T1078.004|T1078;T1098|T1528,2024-05-20 10:26:22+00:00,2024-06-12 08:50:06+00:00,34542,138268,98799,153085,453297,5,,242,,,66,,,,3,3,3,37,1,2,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,10,0,0,1,0,0.002876698740204345,2,1,3,0.0,0,0
